task_id,exam_type,exam_date,task_no,task_text,cluster_id,cluster_label,outlier_score,pdf,page,points,time_est,efficiency,difficulty_guess,type,frequency_score,concepts,snippet,centroid_outlier_score
MI|2013-04-23|1,MI,2013-04-23,1,"Jedan zapis datoteke organizirane po načelu raspršenog adresiranja sadrži matični broj 
studenta (int), ime i prezime (50+1 znak), godinu studija (int) te trenutni prosjek ocjena 
(float). Prazni se zapis prepoznaje po matičnom broju jednakom nula (0). Veličina bloka 
na disku je 2048 B. Očekuje se najviše 100000 zapisa, a tablica je dimenzionirana za 35% 
veći kapacitet. Prilikom upisa primjenjuje se metoda cikličkog preljeva. Ključ zapisa je 
matični broj, a pretvorba ključa u adresu se obavlja već pripremljenom funkcijom 
int adresa(int matbr); 
Napisati funkciju koja će odrediti u koji je pretinac izvorno (prilikom upisa u datoteku) 
bilo upućeno najviše zapisa i potom vratiti broj zapisa upućenih u taj pretinac, a koji su 
završili u preljevu. Ako ima više takvih pretinaca vratiti rezultat za bilo koji od njih. 
 Funkcija treba imati prototip: 
int fun(FILE *f);",6,Hash tablica,0.07662237,,,,,,,,,,,0.8235294117647058
MI|2013-04-23|2,MI,2013-04-23,2,"Napišite rekurzivnu funkciju prototipa: 
int prebroji_znamenke(int broj, int znamenka); 
koja će odrediti učestalost (broj pojavljivanja) zadane znamenke u zadanom broju. 
 
Napišite glavni program koji od korisnika (putem tipkovnice) prima broj i traženu 
znamenku, poziva funkciju prebroji_znamenke i ispisuje dobiveni rezultat. 
Napomena: Nerekurzivno rješenje neće se priznavati.",8,Rekurzija,0.11557498,,,,,,,,,,,0.42105263157894735
MI|2013-04-23|3,MI,2013-04-23,3,"Neka je zadano polje a koje se sastoji od n cijelih brojeva. Napišite rekurzivnu funkciju 
maxRekurzivno prototipa: 
 
int maxRekurzivno(int a[],int n, int *brojPojavljivanja) 
 
 koja će pronaći najveći element u polju a te njegovu učestalost (koliko puta se taj element 
pojavljuje u a). 
Napomena: Nerekurzivno rješenje neće se priznavati.",8,Rekurzija,0.10616405,,,,,,,,,,,0.10526315789473684
MI|2013-04-23|4,MI,2013-04-23,4,"a) (4 boda) Napišite funkciju prototipa 
int trazi_element(int* polje, int brojElemenata, int element) 
koja u zadanom polju cijelih brojeva binarnim pretraživanjem traži određeni 
element. Funkcija vraća 1 ako polje sadrži traženi element, odnosno -1 u 
suprotnom. Na raspolaganju je i pomoćna funkcija prototipa: 
void sortiraj_polje(int* polje, int brojElemenata); 
koja silazno sortira zadano polje. 
U glavnom programu dinamički alocirajte polje cijelih brojeva i omogućite unos 
elemenata polja sve dok korisnik ne unese -1. Nakon toga od korisnika zatražite 
unos traženog elementa te provjerite i na konzolu ispišite je li uneseni element u 
prethodno dinamički stvorenom polju cijelih brojeva. Za provjeru pripadnosti 
elementa polju koristite svoju funkciju trazi_element. 
b) 
(1 bod) Kolika je apriorna složenost cijelog postupka pod pretpostavkom da 
funkcija sortiraj_polje primjenjuje merge sort algoritam?",0,Sortiranje,0.10409106,,,,,,,,,,,0.6206896551724138
MI|2013-04-23|5,MI,2013-04-23,5,"Neka je definiran tip podatka: 
typedef struct{ 
int prvi; 
int drugi; 
} podatak; 
Zadano je polje tipa podatak s elementima: 
 
 
Ilustrirajte uzlazno sortiranje zadanog polja po varijabli (atributu) prvi (ispišite polje 
nakon svake promjene i označite sve elemente važne za sljedeći korak): 
a) (2 boda) algoritmom mergesort i 
b) (3 boda) algoritmom quicksort. Stožer za quicksort birajte metodom 
aproksimacije medijana temeljem prvog, srednjeg i zadnjeg člana. 
Napomena: Varijabla drugi se u ovom zadatku nikad ne koristi kao kriterij sortiranja. 
5 
0
8 
4 
4 
7 
9 
6 
2 
1 
3 
1 
9 
5 
2 
4 
3 
4 
7 
3 

 
Rješenja 
1. 
#define N 100000 
#define BLOK 2048 
#define C BLOK/sizeof (zapis) 
#define M (int)(N*1.35/C) 
 
typedef struct z { 
 
int matbr; 
 
char ipr[50+1]; 
 
int godina; 
 
float prosjek; 
} zapis; 
 
int fun(FILE *f){ 
zapis pretinac[C]; 
int i, j, zeljeni_pretinac; 
int max_pretinac = 0, max_vrijednost = 0; 
int broj_zapisa_za_pretinac[M] = {0}; 
int broj_preljeva_za_pretinac[M] = {0}; 
for (i = 0; i < M; i++) { 
fseek (f, i*BLOK, SEEK_SET); 
fread (pretinac, sizeof (pretinac), 1, f); 
for (j = 0; j < C; j++) { 
if (pretinac[j].sifra != 0) { //provjera je li zapis „pun“ 
 
zeljeni_pretinac = adresa(pretinac[j].sifra); 
broj_zapisa_za_pretinac[zeljeni_pretinac]++; 
if (zeljeni_pretinac != i) { 
 
broj_preljeva_za_pretinac[zeljeni_pretinac]++; 
} 
} 
else 
break; //nakon prvog praznog u pretincu, svi su 
//ostali prazni 
} 
} 
for (i = 0; i < M; i++) { 
 
if (broj_zapisa_za_pretinac[i] > max_vrijednost) { 
 
 
max_pretinac = i; 
 
 
max_vrijednost = broj_zapisa_za_pretinac[i]; 
} 
} 
return broj_preljeva_za_pretinac[max_pretinac]; 
} 
Najčešde greške (redoslijed po učestalosti): 
 Nepreskakanje u sljededi pretinac 
nakon nailaska na prvog praznog u 
tekudem 
 Tretiranje praznog zapisa kao punog 
 Krivo shvadanje zadatka; brojanje 
zapisa i preljeva u svakom pretincu 
zasebno i vradanje pretinca s najviše 
pripadajudih zapisa u njemu 
(ili varijacije na temu) 

 
2. 
int prebroji_znamenke(int broj, int znamenka) 
{ 
 //Negativni broj pretvori u pozitivan 
 if (broj < 0) broj *= -1; 
 
 //Sve znamenke do zadnje 
 if (broj > 10) 
 { 
 if (broj % 10 == znamenka) return 1 + prebroji_znamenke(broj/10, znamenka); 
 else return prebroji_znamenke(broj/10, znamenka); 
 } 
 
 //Zadnja znamenka – uvjet završetka – funkcionira i za ulaz (0,0) 
 else 
 { 
 if (broj == znamenka) return 1; 
 else return 0; 
 } 
} 
 
 
int main(int argc, char *argv[]) 
{ 
 int broj, znamenka; 
 
 printf(""\nUnesite broj: ""); 
 scanf(""%d"", &broj); 
 
 printf(""\nUnesite znamenku: ""); 
 scanf(""%d"", &znamenka); 
 
 printf(""\nZnamenka %d pojavljuje se %d puta u broju %d."", znamenka, 
 prebroji_znamenke(broj, znamenka), broj); 
 
 
 return 0; 
} 
 
Najčešde greške (redoslijed po učestalosti): 
 Ne uzimanje u obzir negativnih 
brojeva 
 Loš uvjet terminiranja koji ne 
provjerava za slučaj ulaza (0,0) 
 Krivi rekurzivni poziv 
 Neprihvadanje i neobrađivanje 
vradene vrijednosti iz rekurzivnog 
poziva 

 
3. 
int maxRekurzivno(int a[],int n, int *brojPojavljivanja) 
{ 
 
int kandidat; 
 
if (n==1){ 
 
 
*brojPojavljivanja=1; 
 
 
return a[0]; 
 
} 
 
kandidat=maxRekurzivno(a,n-1, brojPojavljivanja); 
 
if (kandidat>a[n-1]){ 
 
 
return kandidat; 
 
} 
 
else if(kandidat==a[n-1]){ 
 
 
(*brojPojavljivanja)++; 
 
 
return kandidat; 
 
} 
 
else{ 
 
 
*brojPojavljivanja=1; 
 
 
return a[n-1]; 
 
} 
} 
Najčešde greške (redoslijed po učestalosti): 
 Loš uvjet terminiranja koji vrada 0 što 
u slučaju polja koji sadrži samo 
negativne brojeve daje krivo rješenje 
 Krivi rad s pokazivačima 
 Neprihvadanje i neobrađivanje 
povratne vrijednosti rekurzivnog 
poziva 
 Nepostavljanje brojača 
*brojPojavljivanja na 1 u slučaju 
da smo naišli na vedi broj od 
dosadašnjeg maksimuma 
 Rekurzivni poziv izveden na način koji 
nije sintaksno točan u C-u (?!) 
o Nedostaje ime funkcije, 
navedene samo zagrade s 
parametrima 
 Mijenjanje sadržaja ulaznog polja 
 Pisanje nedohvatljivog koda (npr. iza 
return naredbe) 

 
4. a) 
#include <stdio.h> 
#include <stdlib.h> 
#include <malloc.h> 
 
 
int trazi_element(int* polje, int brojElemenata, int element) 
{ 
 // granice podpolja koje se pretrazuje 
 int donji, srednji, gornji; 
 
 //sortiranje polja 
 sortiraj_polje(polje, brojElemenata); 
 
 // inicijalizacija 
 donji = 0; gornji = brojElemenata - 1; 
 
 while (donji <= gornji) { 
 
 // ""prepolovi"" (pod)polje 
 srednji = (donji + gornji) / 2; 
 
 if (element < polje[srednji]) 
 donji = srednji + 1; 
 // trazeni element u desnom dijelu 
 
 
 
 else if (element > polje[srednji]) 
 gornji = srednji - 1; 
 
 
 // trazeni element u lijevom dijelu 
 
 else 
 return 1; 
// element pronadjen 
 } 
 return -1; // element nije pronadjen 
} 
 
int main(int argc, char *argv[]) 
{ 
 int *polje = NULL; 
 int brojElemenata = 0, element; 
 
 while(1) { 
 printf(""\nUnesite %d.element polja: "", brojElemenata+1); 
 scanf(""%d"", &element); 
 
 if (element != -1) 
 { 
 polje = (int *) realloc(polje, (++brojElemenata) * sizeof(int)); 
 polje[brojElemenata-1] = element; 
 } 
 else break; 
 } 
 
 printf(""Unesite elemente koji trazite u polju: ""); 
 scanf(""%d"", &element); 
 
 if (trazi_element(polje, brojElemenata, element) == 1) 
 { 
 printf(""Zadani element se nalazi u polju.""); 
 } 
 else 
 { 
 printf(""Zadani element se ne nalazi u polju.""); 
 } 
 return 0; 
} 
Postoji više mogućih realizacija funkcije 
trazi_element koje se mogu dosta razlikovati u 
izgledu koda. Studenti su češće pisali 
rekurzivnu inačicu funkcije trazi_element što je, 
naravno, posve prihvatljivo. 
 
Najčešde greške (redoslijed po učestalosti): 
 Nema obrazloženja u b) dijelu zadatka 
 Loše riješen unos polja 
o Korišten malloc umjesto realloc 
u petlji(ne čuvaju se stari 
podatci) 
o Korištenje polja fiksne veličine 
alociranog na stogu 
 Poziv funkcije sortiraj_polje na način 
koji nije sintaksno točan u C-u (?!) 
 Krivi odabir dijela polja za sljededu 
iteraciju 
 Nepoznavanje binarnog pretraživanja - 
korištenje slijednog pretraživanja 
 Mijenjanje sadržaja ulaznog polja u 
trazi_element 

b) 
Složenost merge sort algoritma: O(n*logn) 
Složenost binarnog pretraživanja: O(log2n) 
Složenost unosa polja: O(n) (nenavođenje ove komponente u obrazloženju se toleriralo zbog 
nejednoznačnosti teksta podzadatka b) 
Budući da se u okviru svakog poziva funkcije trazi_element polje najprije sortira merge sort 
algoritmom (pozivom funkcije sortiraj_polje), ukupna složenost je: O(n*log n) + O(log2n), tj. 
O(n*log n) 

 
5. Mergesort – uzlazno. Više je mogudih, točnih, rješenja - ovisno o izborima. Ovdje je dano 
rješenje za konzistentno vedu lijevu podparticija u slučaju dijeljenja particije neparne veličine, 
te u slučaju jednakosti ključeva uzimanje elementa iz lijeve particije(ovaj zadnji izbor osigurava 
stabilnost algoritma). Zadatak za mergesort je mogude riješiti i sortiranjem samo niza 
vrijednosti u varijabli prvi i nadopunjavanje dobivenog niza na kraju dodajudi adekvatno 
poredane vrijednosti variabli drugi koristedi svojstvo stabilnosti mergesorta(za quicksort u 
sljededem zadatku to ne možete). 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
5 
0
8 
4 
4 
7 
9 
6 
2 
1 
3 
1 
9 
5 
2 
4 
3 
4 
7 
3 
5 
0
8 
4 
4 
7 
9 
6 
2 
1 
3 
1 
9 
5 
7 
3 
2 
4 
3 
4 
5 
0
8 
4 
4 
7 
9 
6 
2 
1 
9 
5 
3 
1 
7 
3 
2 
4 
3 
4 
5 
0
8 
4 
4 
7 
9 
6 
2 
1 
9 
5 
7 
3 
3 
1 
2 
4 
3 
4 
5 
0
8 
4 
9 
6 
4 
7 
2 
1 
9 
5 
7 
3 
3 
1 
2 
4 
3 
4 
8 
4
5 
0 
9 
6 
4 
7 
2 
1 
9 
5 
7 
3 
3 
1 
2 
4 
3 
4 
9 
6
8 
4 
5 
0 
4 
7 
2 
1 
9 
5 
7 
3 
3 
1 
2 
4 
3 
4 
9 
6
9 
5 
8 
4 
7 
3 
5 
0 
4 
7 
3 
1 
3 
4 
2 
4 
2 
1 
Najčešde greške (redoslijed po 
učestalosti): 
 Sortiranje samo niza 
vrijednosti u varijabli 
prvi bez ikad navođenja 
pripadnih vrijednosti 
drugi; u zadatku je dano 
polje tipa podatak koji je 
strukturni tip i varijable 
prvi i drugi su 
nerazdvojive, sortiranje 
smije mijenjati samo 
redoslijed, ali ne i 
originalne podatke 
članova polja. Uz to, 
vrijednosti varijable 
drugi su važne i ne 
mogu se ignorirati jer 
nam omoguduju da 
razlikujemo podatke s 
identičnim vrijednostima 
varijable prvi. 
 Nekonzistetnost u 
izvođenju algoritma 
(pogotovo u pogledu 
korištenih izbora) 
 Sortiranje samo niza 
vrijednosti varijable prvi 
te na kraju, u zadnjem 
dijelu rješenja adekvatno 
poredane vrijednosti 
varijable drugi, ali nije se 
navelo da se pritom 
koristi svojstvo stabilnosti 
mergesorta 

Quicksort – uzlazno. Više je mogudih, točnih, rješenja - ovisno o izborima. Ovdje je dano 
rješenje za konzistentno biranje stožera lijevo u slučaju nepostojanja jedinstvenog srednjeg 
indeksa i prebacivanje jednakih elemenata u lijevu particiju. Također je napravljen izbor kod 
insertion sorta, korištenog za sortiranje particija s manje od 3 elementa, da redoslijed 
elemenata s istim ključevima sortiranja(prvi) ostaje isti. 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
5 
0
8 
4 
4 
7 
9 
6 
2 
1 
3 
1 
9 
5 
2 
4 
3 
4 
7 
3 
5 
0
8 
4 
4 
7 
9 
6 
2 
1 
3 
1 
9 
5 
2 
4 
3
4 
7 
3 
5 
0
3 
1 
4 
7 
9 
6 
2 
1 
8 
4 
9 
5 
2 
4 
3 
4 
7 
3 
5 
0
3 
1 
4 
7 
9 
6 
7 
3 
8 
4 
9 
5 
2 
4 
3 
4 
2 
1 
5 
0
9 
5 
4 
7 
9 
6 
7 
3 
8 
4 
3 
1 
2 
4 
3 
4 
2 
1 
5 
0
9 
5 
4 
7 
9 
6 
7 
3 
8 
4 
3 
1 
3 
4 
2 
1 
2 
4 
9 
6
9 
5 
4 
7 
8 
4 
7 
3 
5 
0 
3 
1 
3 
4 
2 
1 
2 
4 
9 
6
8 
4 
4 
7 
9 
5 
7 
3 
5 
0 
3 
1 
3 
4 
2 
1 
2 
4 
Najčešde greške (redoslijed po 
učestalosti): 
 Sortiranje samo niza 
vrijednosti u varijabli 
prvi bez ikad navođenja 
pripadnih vrijednosti 
drugi; u zadatku je dano 
polje tipa podatak koji je 
strukturni tip i varijable 
prvi i drugi su 
nerazdvojive, sortiranje 
smije mijenjati samo 
redoslijed, ali ne i 
originalne podatke 
članova polja. Uz to, 
vrijednosti varijable 
drugi su važne i ne 
mogu se ignorirati jer 
nam omoguduju da 
razlikujemo podatke s 
identičnim vrijednostima 
varijable prvi. 
 Nekonzistetnost u 
izvođenju algoritma 
(pogotovo u pogledu 
korištenih izbora) 
 Preskakanje koraka 
 Krivo izvedeno rukovanje 
stožerom 
o Uopde nema 
skrivanja stožera 
o Kod skrivanja i 
vradanja stožera 
svi se elementi 
između pomiču 
lijevo ili desno, 
umjesto samo 
zamjene stožera s 
nekim drugim 
elementom 
 Krivo preslagivanje 
elemenata u particije 

 
 
 
 
 
 
 
 
 
 
 
 
9 
6
8 
4 
9 
5 
4 
7 
7 
3 
5 
0 
3 
1 
3 
4 
2 
1 
2 
4 
9 
6
9 
5 
8 
4 
4 
7 
7 
3 
5 
0 
3 
1 
3 
4 
2 
1 
2 
4 
9 
6
9 
5 
8 
4 
7 
3 
5 
0 
4 
7 
3 
1 
3 
4 
2 
1 
2 
4",0,Sortiranje,0.08706148,,,,,,,,,,,0.5517241379310345
MI|2012-04-25|1,MI,2012-04-25,1,"Zadana je tablica raspršenog adresiranja s 8472 zapisa pohranjena u datoteci 
""podaci.dat"" koja sadrži zapise definirane strukturom 
typedef struct { 
 
int sifra; 
 
//šifra studenta 
 
char prezimeIme[70+1]; //Prezime i ime studenta 
 
int logickiObrisan; 
//Je li zapis logički obrisan 
} zapis; 
Zapis je prazan ako je sifra = 0. Zapis je logički obrisan ako je logickiObrisan = 1. 
Preljevi su realizirani ciklički, upisom u prvi sljedeći slobodni pretinac. Pretinci su 
usklađeni s veličinom bloka od 512 okteta. Hash-tablica predimenzionirana je za 30%. 
Neka je ključ šifra studenta. Transformacija ključa u adresu obavlja se zadanom 
funkcijom int adresa (int sifra). Napišite pretprocesorske direktive #define 
kojima se određuju parametri raspršenog adresiranja. 
a) Napišite funkciju za logičko brisanje zapisa. Funkcija vraća 1 ako je pronašla i 
obrisala zapis a 0 inače. Funkcija ima prototip: 
 
int brisi(int sifra, FILE *f) 
b) Napišite funkciju za dodavanje zapisa koja će zapis upisati na mjesto prvog 
praznog zapisa ili logički obrisanog zapisa u pretincu. Funkcija vraća 1 ako je 
uspješno dodala zapis a 0 inače. Funkcija ima prototip: 
 
int upisi(int sifra, zapis novi, FILE *f)",6,Hash tablica,0.07285104,,,,,,,,,,,0.0
MI|2012-04-25|2,MI,2012-04-25,2,"a) Napišite rekurzivnu funkciju koja će tehnikom raspolavljanja izračunati i vratiti 
sumu članova polja. 
b) Napišite glavni program u kojem ćete učitati elemente polja s tipkovnice. Broj 
elemenata polja nije unaprijed poznat, a učitavanje se prekida kada se učita broj 
0. Za pohranu elemenata potrebno je koristiti dinamički alocirano polje, a 
elementi se smiju učitati samo jednom. 
Napomena: Nerekurzivno rješenje neće se priznavati.",8,Rekurzija,0.10139438,,,,,,,,,,,0.15789473684210525
MI|2012-04-25|3,MI,2012-04-25,3,"a) Napišite bilo kakvu funkciju vremenske složenosti O(2n). n neka bude neki 
cjelobrojni ulazni argument. 
b) Kolika je vremenska složenost izračunavanja faktorijela nekog broja n u O 
notaciji? 
c) Kolika je vremenska složenost pronalaska svih permutacija nekog niza u O 
notaciji (u ovisnosti o n, duljini niza )?",9,Složenost algoritama,0.11324884,,,,,,,,,,,0.6153846153846154
MI|2012-04-25|4,MI,2012-04-25,4,"a) Napišite matematičku definiciju algoritma quicksort u 4 koraka (quicksort(S)) 
b) Napišite rekurzivnu funkciju prototipa: 
int qsort(int* niz, int lijevo, int desno); 
koja će sortirati ulazni niz quicksort metodom. Na raspolaganju sljedeće funkcije: 
int medijan(int* niz, int lijevo, int desno); 
Funkcija kao argumente prima niz te indekse krajnjeg lijevog i krajnjeg desnog 
elementa podniza unutar kojega se traži stožerni element. Funkcija vraća indeks 
stožernog elementa (medijana). 
int preslozi(int* niz, int stozerInd, int lijevo, int desno); 
Funkcija kao argumente prima niz, indeks stožera te indekse krajnjeg lijevog i 
krajnjeg desnog elementa podniza unutar kojega se radi preslagivanje. Funkcija 
vraća indeks novog stožera.",0,Sortiranje,0.13197592,,,,,,,,,,,0.8620689655172413
MI|2012-04-25|5,MI,2012-04-25,5,"Zadano je polje brojeva s elementima: 9, 6, 7, 2, 1, 8, 4, 5, 0, 3. Ilustrirajte uzlazno 
sortiranje zadanog niza brojeva (ispišite polje nakon svake promjene i označite sve 
brojeve relevantne za sljedeći korak) algoritmom mergesort i algoritmom shellsort za 
niz koraka {4,3,1}. 

Rješenja 
1. zadatak 
#define BLOK 512L 
 
 
 
 
 
 
#define N 8472 
 
 
#define C ((int) (BLOK / sizeof (zapis))) 
#define M ((int) (N / C *1.3)) 
 
 
 
typedef struct { 
 
int sifra; 
 
char prezimeIme[70+1]; 
 
int logickiObrisan; 
} zapis; 
 
int brisi(int sifra, FILE *f){ 
 
zapis pretinac [C]; 
 
int i = 0, poc = 0; 
 
int adr = adresa(sifra); 
 
poc = adr; 
 
do{ 
 
 
//Procitaj pretinac odredjen sa adresom 
 
 
fseek(f, adr * BLOK, SEEK_SET); 
 
 
fread (pretinac, sizeof (pretinac), 1, f); 
 
 
//Provjeri zapise u pretincu 
 
 
for(i=0; i<C; i++){ 
 
 
 
if(pretinac[i].sifra == sifra){ 
 
 
 
 
pretinac[i].logickiObrisan = 1; 
 
 
 
 
//Upis 
 
 
 
 
fseek(f, -1 * BLOK, SEEK_CUR); 
 
 
 
 
fwrite (pretinac, sizeof (pretinac), 1, f); 
 
 
 
 
return 1; 
 
 
 
} 
 
 
} 
 
 
//Pretinac je pun, prijeđi ciklički na sljedećega 
 
 
adr = (adr + 1) % M; 
 
} while(adr != poc); 
 
return 0; 
} 
 
int upisi(int sifra, zapis novi, FILE *f){ 
 
zapis pretinac [C]; 
 
int i = 0, poc = 0; 
 
int adr = adresa(sifra); 
 
poc = adr; 
 
do{ 
 
 
//Procitaj pretinac odredjen sa adresom 
 
 
fseek(f, adr * BLOK, SEEK_SET); 
 
 
fread (pretinac, sizeof (pretinac), 1, f); 
 
 
for(i=0; i<C; i++){ 
 
 
 
if(pretinac[i].sifra == 0 || 
 
 
 
 
pretinac[i].logickiObrisan == 1){ 
 
 
 
 
//Zapis je prazan ili je logicki obrisan 
 
 
 
 
pretinac[i] = novi; 
 
 
 
 
//Upis 
 
 
 
 
fseek(f, -1 * BLOK, SEEK_CUR); 
 
 
 
 
fwrite (pretinac, sizeof (pretinac), 1, f); 
 
 
 
 
return 1; 
 
 
 
} 
 
 
} 

 
 
//Pretinac je pun, prijeđi ciklički na sljedećega 
 
 
adr = (adr + 1) % M; 
 
} while(adr != poc); 
 
return 0; 
} 
 
 
 
2. zadatak 
int suma(int a[], int lijevo, int desno) { 
 
int sred = 0; 
 
if(lijevo > desno) { 
 
 
return 0; 
 
} else if(lijevo == desno){ 
 
 
return a[lijevo]; 
 
} else { 
 
 
sred = ((desno - lijevo) / 2) + lijevo; 
 
 
return a[sred] + suma(a,lijevo,sred-1) + suma(a,sred+1,desno); 
 
} 
} 
 
ili 
 
int suma (int a[], int duljina){ 
 if (duljina == 0) { 
 
return 0; 
 } 
 if (duljina == 1) { 
 
return a[0]; 
 } 
 return suma (a, duljina/2) + suma (a+duljina/2, duljina-duljina/2); 
} 
 
int main(){ 
 
int *polje = NULL, element, cnt = 0, s = 0; 
 
 
do { 
 
 
printf(""Unesite %d. element: "", cnt + 1); 
 
 
scanf(""%d"", &element); 
 
 
if(element != 0){ 
 
 
 
polje = (int*)realloc(polje, sizeof(int) * (cnt + 1)); 
 
 
 
polje[cnt] = element; 
 
 
 
cnt++; 
 
 
} 
 
} while(element != 0); 
 
 
s = suma(polje, 0, cnt - 1); 
 
printf(""Suma clanova polja je %d"", s); 
 
return 0; 
} 
 
 
 
 

3. zadatak 
a) Npr. 
 
#include <math.h> 
 
void func(int n){ 
 
 
int pon=pow(2,n) 
 
 
for (i=0;i<pon;i++); 
 
} 
 
Česta valjana alternativna rješenja 
int func(int n){ 
 
return func(n-1)+ func(n-1); 
} 
 
int func(int n){ //fibonnaci 
 
return func(n-1)+ func(n-2); 
} 
 
b) O(n) 
c) O(n!) 
 
4. zadatak 
a) Slajdovi s predavanja: 
4 koraka – quicksort (S) 
 ako je broj članova polja S jednak 0 ili 1, povratak u pozivni program 
 odabrati bilo koji član v u polju S. To je stožer (pivot) 
 podijeli preostale članove polja S, S \ {v} u dva odvojena skupa: 
o S1 = { x  S \ {v}  x  v} (sve što je manje od stožera, preseli lijevo) 
o S2 = { x  S \ {v}  x  v} (sve što je veće od stožera, preseli desno) 
 vrati niz sastavljen od {quicksort (S1), v, quicksort (S2)} 
 
b) Rekurzivna funkcija 
void qsort(int* niz, int lijevo, int desno){ 
 int stozerInd; 
 if(lijevo >= desno) 
 return; 
 stozerInd = medijan(niz, lijevo, desno); 
 stozerInd = preslozi(niz, stozerInd, lijevo, desno); 
 qsort(niz, lijevo, stozerInd - 1); 
 qsort(niz, stozerInd + 1, desno); 
} 
 
 

5. zadatak 
1. MergeSort 
(u slučaju uvijek veće ili jednake lijeve polovice) 
9, 6, 7, 2, 1, 8, 4, 5, 0, 3 
6, 9, 7, 2, 1, 8, 4, 5, 0, 3 
6, 7, 9, 2, 1, 8, 4, 5, 0, 3 
6, 7, 9, 1, 2, 8, 4, 5, 0, 3 
1, 2, 6, 7, 9, 8, 4, 5, 0, 3 
1, 2, 6, 7, 9, 4, 8, 5, 0, 3 
1, 2, 6, 7, 9, 4, 5, 8, 0, 3 
1, 2, 6, 7, 9, 0, 3, 4, 5, 8 
0, 1, 2, 3, 4, 5, 6, 7, 8, 9 
 
(u slučaju uvijek veće ili jednake desne polovice) 
9, 6, 7, 2, 1, 8, 4, 5, 0, 3 
6, 9, 7, 2, 1, 8, 4, 5, 0, 3 
6, 9, 7, 1, 2, 8, 4, 5, 0, 3 
6, 9, 1, 2, 7, 8, 4, 5, 0, 3 
1, 2, 6, 7, 9, 8, 4, 5, 0, 3 
1, 2, 6, 7, 9, 4, 8, 5, 0, 3 
1, 2, 6, 7, 9, 4, 8, 0, 3, 5 
1, 2, 6, 7, 9, 0, 3, 4, 5, 8 
0, 1, 2, 3, 4, 5, 6, 7, 8, 9 
 
2. Shell sort {4,3,1} 
9, 6, 7, 2, 1, 8, 4, 5, 0, 3 
1, 6, 7, 2, 9, 8, 4, 5, 0, 3 
t=4 
1, 6, 4, 2, 9, 8, 7, 5, 0, 3 
0, 6, 4, 2, 1, 8, 7, 5, 9, 3 
0, 3, 4, 2, 1, 6, 7, 5, 9, 8 
0, 1, 4, 2, 3, 6, 7, 5, 9, 8 
t=3 
0, 1, 2, 4, 3, 6, 7, 5, 9, 8 
t=1 
0, 1, 2, 3, 4, 6, 7, 5, 9, 8 
0, 1, 2, 3, 4, 5, 6, 7, 9, 8 
0, 1, 2, 3, 4, 5, 6, 7, 8, 9 
 

1. međuispit iz predmeta",0,Sortiranje,0.065131545,,,,,,,,,,,0.41379310344827586
MI|2011-03-21|1,MI,2011-03-21,1,"Napišite glavni program koji dinamički alocira matricu mat i puni je pseudoslučajnim cijelim 
brojevima te funkciju izbaci_redak koja briše zadani redak matrice. 
U glavnom programu učitajte broj redaka brred, broj stupaca matrice brstup te donju i 
gornju granicu intervala iz kojeg se generiraju preudoslučajni cijeli brojevi matrice. Nakon 
učitavanja navedenih parametara zauzmite potrebnu memoriju te matricu napunite 
pseudoslučajnim brojevima iz zadanog intervala. 
Zatim od korisnika zatražite unos indeksa retka matrice koji treba obrisati (iret). Redak 
obrišite u funkciji izbaci_redak tako da se oslobodi memorija koju on zauzima te da 
ostatak matrice ostane očuvan. Prototip funkcije je: 
int *izbaci_redak(int *mat, int brred, int brstup, int iret); 
Na kraju u glavnom programu ispišite matricu koja nastaje izbacivanjem zadanog retka. 
 
#include <stdio.h> 
#include <stdlib.h> 
 
int *izbaci_redak(int * m, int brred, int brstup, int iret){ 
 
int i, j; 
 
for (i=iret+1; i<brred-1; i++) 
 
 
for (j=0; j<brstup; j++) 
 
 
 
*(m +(i-1)* brstup +j)= *(m +(i)* brstup +j); 
 
m=(int *)realloc (m,( brred -1)* brstup *sizeof(int)); 
 
return m; 
} 
 
int main(){ 
 
int *mat, i, j, iret; 
 
int red, stup; 
 
int DG, GG; 
 
 
printf(""Unesite broj redaka i broj stupaca te donju i gornju granicu intervala za 
slucajne brojeve: ""); 
 
scanf(""%d %d %d %d"", &red, &stup, &DG, &GG); 
 
 
 
mat=(int *) malloc(red*stup*sizeof(int)); 
 
 
 
srand((unsigned)time(NULL)); 
 
for (i=0; i<brred; i++) 
 
 
for (j=0; j<brstup; j++) 
 
 
 
m[i*maxstup+j]=rand()%(GG-DG +1) + DG; 
 
 
do{ 
 
 
printf(""Unesite indeks retka koji zelite izbaciti: ""); 
 
 
scanf(""%d"", &iret); 
 
}while(iret<0 || iret>red); 
 
 
mat=izbaci_redak(mat, red, stup, iret); 
 
 
 
 
for (i=0; i<red-1; i++){ 
 
 
for (j=0; j<stup; j++) 
 
 
 
printf(""%5d"", *(mat+i*stup+j)); 

 
 
printf(""\n""); 
 
} 
 
free(mat); 
 
return 0; 
}",3,Vezana lista,0.123017475,,,,,,,,,,,0.42857142857142855
